date,item_name,unit,opening_stock,consumed,received,closing_stock,unit_cost,daily_cost,below_reorder
2025-06-21,Grafting Wax,kg,5.2,0.38,0,4.8,200,76.0,False
2025-06-22,Grafting Wax,kg,4.8,0.0,0,4.8,200,0.0,False
2025-06-23,Grafting Wax,kg,4.8,0.28,0,4.6,200,55.0,False
2025-06-24,Grafting Wax,kg,4.6,0.27,0,4.3,200,54.0,False
2025-06-25,Grafting Wax,kg,4.3,0.29,0,4.0,200,58.0,False
2025-06-26,Grafting Wax,kg,4.0,0.36,0,3.6,200,71.0,False
2025-06-27,Grafting Wax,kg,3.6,0.29,0,3.3,200,59.0,False
2025-06-28,Grafting Wax,kg,3.3,0.19,0,3.2,200,38.0,False
2025-06-29,Grafting Wax,kg,3.2,0.0,0,3.2,200,0.0,False
2025-06-30,Grafting Wax,kg,3.2,0.29,0,2.9,200,58.0,False
2025-07-01,Grafting Wax,kg,2.9,0.44,0,2.4,200,89.0,False
2025-07-02,Grafting Wax,kg,2.4,0.27,0,2.2,200,55.0,False
2025-07-03,Grafting Wax,kg,2.2,0.23,0,1.9,200,47.0,True
2025-07-04,Grafting Wax,kg,1.9,0.33,5,6.6,200,65.0,False
2025-07-05,Grafting Wax,kg,6.6,0.22,0,6.4,200,45.0,False
2025-07-06,Grafting Wax,kg,6.4,0.0,0,6.4,200,0.0,False
2025-07-07,Grafting Wax,kg,6.4,0.29,0,6.1,200,58.0,False
2025-07-08,Grafting Wax,kg,6.1,0.27,0,5.8,200,54.0,False
2025-07-09,Grafting Wax,kg,5.8,0.4,0,5.4,200,80.0,False
2025-07-10,Grafting Wax,kg,5.4,0.23,0,5.2,200,47.0,False
2025-07-11,Grafting Wax,kg,5.2,0.3,0,4.9,200,60.0,False
2025-07-12,Grafting Wax,kg,4.9,0.2,0,4.7,200,41.0,False
2025-07-13,Grafting Wax,kg,4.7,0.0,0,4.7,200,0.0,False
2025-07-14,Grafting Wax,kg,4.7,0.17,0,4.5,200,33.0,False
2025-07-15,Grafting Wax,kg,4.5,0.3,0,4.2,200,60.0,False
2025-07-16,Grafting Wax,kg,4.2,0.24,0,4.0,200,48.0,False
2025-07-17,Grafting Wax,kg,4.0,0.37,0,3.6,200,75.0,False
2025-07-18,Grafting Wax,kg,3.6,0.42,0,3.2,200,84.0,False
2025-07-19,Grafting Wax,kg,3.2,0.21,0,3.0,200,42.0,False
2025-07-20,Grafting Wax,kg,3.0,0.0,0,3.0,200,0.0,False
2025-07-21,Grafting Wax,kg,3.0,0.39,0,2.6,200,79.0,False
2025-07-22,Grafting Wax,kg,2.6,0.21,0,2.4,200,42.0,False
2025-07-23,Grafting Wax,kg,2.4,0.17,0,2.2,200,33.0,False
2025-07-24,Grafting Wax,kg,2.2,0.22,0,2.0,200,45.0,True
2025-07-25,Grafting Wax,kg,2.0,0.41,0,1.6,200,83.0,True
2025-07-26,Grafting Wax,kg,1.6,0.18,0,1.4,200,35.0,True
2025-07-27,Grafting Wax,kg,1.4,0.0,0,1.4,200,0.0,True
2025-07-28,Grafting Wax,kg,1.4,0.31,0,1.1,200,61.0,True
2025-07-29,Grafting Wax,kg,1.1,0.4,0,0.7,200,79.0,True
2025-07-30,Grafting Wax,kg,0.7,0.39,0,0.3,200,77.0,True
2025-07-31,Grafting Wax,kg,0.3,0.17,0,0.1,200,35.0,True
2025-08-01,Grafting Wax,kg,0.1,0.27,0,0.0,200,54.0,True
2025-08-02,Grafting Wax,kg,0.0,0.41,0,0.0,200,82.0,True
2025-08-03,Grafting Wax,kg,0.0,0.0,0,0.0,200,0.0,True
2025-08-04,Grafting Wax,kg,0.0,0.44,0,0.0,200,88.0,True
2025-08-05,Grafting Wax,kg,0.0,0.4,0,0.0,200,79.0,True
2025-08-06,Grafting Wax,kg,0.0,0.39,0,0.0,200,77.0,True
2025-08-07,Grafting Wax,kg,0.0,0.34,5,4.7,200,67.0,False
2025-08-08,Grafting Wax,kg,4.7,0.37,0,4.3,200,74.0,False
2025-08-09,Grafting Wax,kg,4.3,0.19,0,4.1,200,37.0,False
2025-08-10,Grafting Wax,kg,4.1,0.0,0,4.1,200,0.0,False
2025-08-11,Grafting Wax,kg,4.1,0.34,0,3.8,200,69.0,False
2025-08-12,Grafting Wax,kg,3.8,0.17,0,3.6,200,34.0,False
2025-08-13,Grafting Wax,kg,3.6,0.16,0,3.4,200,32.0,False
2025-08-14,Grafting Wax,kg,3.4,0.22,0,3.2,200,44.0,False
2025-08-15,Grafting Wax,kg,3.2,0.28,0,2.9,200,56.0,False
2025-08-16,Grafting Wax,kg,2.9,0.23,0,2.7,200,46.0,False
2025-08-17,Grafting Wax,kg,2.7,0.0,0,2.7,200,0.0,False
2025-08-18,Grafting Wax,kg,2.7,0.22,0,2.5,200,43.0,False
2025-08-19,Grafting Wax,kg,2.5,0.25,0,2.2,200,50.0,False
2025-08-20,Grafting Wax,kg,2.2,0.3,0,1.9,200,61.0,True
2025-08-21,Grafting Wax,kg,1.9,0.38,0,1.6,200,75.0,True
2025-08-22,Grafting Wax,kg,1.6,0.28,0,1.3,200,56.0,True
2025-08-23,Grafting Wax,kg,1.3,0.43,0,0.9,200,85.0,True
2025-08-24,Grafting Wax,kg,0.9,0.0,0,0.9,200,0.0,True
2025-08-25,Grafting Wax,kg,0.9,0.3,0,0.5,200,61.0,True
2025-08-26,Grafting Wax,kg,0.5,0.2,0,0.4,200,39.0,True
2025-08-27,Grafting Wax,kg,0.4,0.38,0,0.0,200,77.0,True
2025-08-28,Grafting Wax,kg,0.0,0.27,0,0.0,200,55.0,True
2025-08-29,Grafting Wax,kg,0.0,0.22,5,4.8,200,44.0,False
2025-08-30,Grafting Wax,kg,4.8,0.31,0,4.5,200,62.0,False
2025-08-31,Grafting Wax,kg,4.5,0.0,0,4.5,200,0.0,False
2025-09-01,Grafting Wax,kg,4.5,0.71,0,3.8,200,142.0,False
2025-09-02,Grafting Wax,kg,3.8,0.38,0,3.4,200,76.0,False
2025-09-03,Grafting Wax,kg,3.4,0.67,0,2.7,200,134.0,False
2025-09-04,Grafting Wax,kg,2.7,0.74,0,2.0,200,148.0,True
2025-09-05,Grafting Wax,kg,2.0,0.52,0,1.5,200,105.0,True
2025-09-06,Grafting Wax,kg,1.5,0.75,0,0.7,200,150.0,True
2025-09-07,Grafting Wax,kg,0.7,0.0,0,0.7,200,0.0,True
2025-09-08,Grafting Wax,kg,0.7,0.79,0,0.0,200,159.0,True
2025-09-09,Grafting Wax,kg,0.0,0.64,5,4.4,200,128.0,False
2025-09-10,Grafting Wax,kg,4.4,0.69,0,3.7,200,138.0,False
2025-09-11,Grafting Wax,kg,3.7,0.72,0,2.9,200,144.0,False
2025-09-12,Grafting Wax,kg,2.9,0.73,0,2.2,200,145.0,False
2025-09-13,Grafting Wax,kg,2.2,0.75,0,1.5,200,150.0,True
2025-09-14,Grafting Wax,kg,1.5,0.0,0,1.5,200,0.0,True
2025-09-15,Grafting Wax,kg,1.5,0.65,5,5.8,200,130.0,False
2025-09-16,Grafting Wax,kg,5.8,0.7,0,5.1,200,140.0,False
2025-09-17,Grafting Wax,kg,5.1,0.41,0,4.7,200,82.0,False
2025-09-18,Grafting Wax,kg,4.7,0.61,0,4.1,200,123.0,False
2025-09-19,Grafting Wax,kg,4.1,0.41,0,3.7,200,83.0,False
2025-09-20,Grafting Wax,kg,3.7,0.71,0,3.0,200,143.0,False
2025-09-21,Grafting Wax,kg,3.0,0.0,0,3.0,200,0.0,False
2025-09-22,Grafting Wax,kg,3.0,0.57,0,2.4,200,114.0,False
2025-09-23,Grafting Wax,kg,2.4,0.48,0,1.9,200,95.0,True
2025-09-24,Grafting Wax,kg,1.9,0.34,0,1.6,200,68.0,True
2025-09-25,Grafting Wax,kg,1.6,0.8,0,0.8,200,161.0,True
2025-09-26,Grafting Wax,kg,0.8,0.69,0,0.1,200,139.0,True
2025-09-27,Grafting Wax,kg,0.1,0.64,0,0.0,200,127.0,True
2025-09-28,Grafting Wax,kg,0.0,0.0,0,0.0,200,0.0,True
2025-09-29,Grafting Wax,kg,0.0,0.62,0,0.0,200,123.0,True
2025-09-30,Grafting Wax,kg,0.0,0.59,0,0.0,200,119.0,True
2025-10-01,Grafting Wax,kg,0.0,0.54,0,0.0,200,109.0,True
2025-10-02,Grafting Wax,kg,0.0,0.41,0,0.0,200,83.0,True
2025-10-03,Grafting Wax,kg,0.0,0.4,0,0.0,200,79.0,True
2025-10-04,Grafting Wax,kg,0.0,0.65,0,0.0,200,129.0,True
2025-10-05,Grafting Wax,kg,0.0,0.0,0,0.0,200,0.0,True
2025-10-06,Grafting Wax,kg,0.0,0.45,0,0.0,200,89.0,True
2025-10-07,Grafting Wax,kg,0.0,0.3,5,4.7,200,59.0,False
2025-10-08,Grafting Wax,kg,4.7,0.42,0,4.3,200,84.0,False
2025-10-09,Grafting Wax,kg,4.3,0.57,0,3.7,200,114.0,False
2025-10-10,Grafting Wax,kg,3.7,0.57,0,3.1,200,113.0,False
2025-10-11,Grafting Wax,kg,3.1,0.62,0,2.5,200,124.0,False
2025-10-12,Grafting Wax,kg,2.5,0.0,0,2.5,200,0.0,False
2025-10-13,Grafting Wax,kg,2.5,0.69,0,1.8,200,138.0,True
2025-10-14,Grafting Wax,kg,1.8,0.63,0,1.2,200,126.0,True
2025-10-15,Grafting Wax,kg,1.2,0.72,0,0.5,200,144.0,True
2025-10-16,Grafting Wax,kg,0.5,0.62,0,0.0,200,123.0,True
2025-10-17,Grafting Wax,kg,0.0,0.29,0,0.0,200,57.0,True
2025-10-18,Grafting Wax,kg,0.0,0.39,0,0.0,200,78.0,True
2025-10-19,Grafting Wax,kg,0.0,0.0,0,0.0,200,0.0,True
2025-10-20,Grafting Wax,kg,0.0,0.4,0,0.0,200,79.0,True
2025-10-21,Grafting Wax,kg,0.0,0.36,5,4.6,200,72.0,False
2025-10-22,Grafting Wax,kg,4.6,0.47,0,4.2,200,93.0,False
2025-10-23,Grafting Wax,kg,4.2,0.59,0,3.6,200,118.0,False
2025-10-24,Grafting Wax,kg,3.6,0.5,0,3.1,200,99.0,False
2025-10-25,Grafting Wax,kg,3.1,0.5,0,2.6,200,100.0,False
2025-10-26,Grafting Wax,kg,2.6,0.0,0,2.6,200,0.0,False
2025-10-27,Grafting Wax,kg,2.6,0.5,0,2.1,200,99.0,False
2025-10-28,Grafting Wax,kg,2.1,0.55,0,1.5,200,111.0,True
2025-10-29,Grafting Wax,kg,1.5,0.55,0,1.0,200,110.0,True
2025-10-30,Grafting Wax,kg,1.0,0.31,0,0.7,200,63.0,True
2025-10-31,Grafting Wax,kg,0.7,0.5,0,0.2,200,100.0,True
2025-11-01,Grafting Wax,kg,0.2,0.22,0,0.0,200,45.0,True
2025-11-02,Grafting Wax,kg,0.0,0.0,0,0.0,200,0.0,True
2025-11-03,Grafting Wax,kg,0.0,0.45,5,4.6,200,90.0,False
2025-11-04,Grafting Wax,kg,4.6,0.34,0,4.2,200,68.0,False
2025-11-05,Grafting Wax,kg,4.2,0.3,0,3.9,200,59.0,False
2025-11-06,Grafting Wax,kg,3.9,0.43,0,3.5,200,85.0,False
2025-11-07,Grafting Wax,kg,3.5,0.42,0,3.1,200,84.0,False
2025-11-08,Grafting Wax,kg,3.1,0.24,0,2.8,200,47.0,False
2025-11-09,Grafting Wax,kg,2.8,0.0,0,2.8,200,0.0,False
2025-11-10,Grafting Wax,kg,2.8,0.39,0,2.4,200,77.0,False
2025-11-11,Grafting Wax,kg,2.4,0.31,0,2.1,200,61.0,False
2025-11-12,Grafting Wax,kg,2.1,0.26,0,1.9,200,51.0,True
2025-11-13,Grafting Wax,kg,1.9,0.16,5,6.7,200,33.0,False
2025-11-14,Grafting Wax,kg,6.7,0.16,0,6.6,200,32.0,False
2025-11-15,Grafting Wax,kg,6.6,0.24,0,6.3,200,48.0,False
2025-11-16,Grafting Wax,kg,6.3,0.0,0,6.3,200,0.0,False
2025-11-17,Grafting Wax,kg,6.3,0.15,0,6.2,200,30.0,False
2025-11-18,Grafting Wax,kg,6.2,0.22,0,5.9,200,44.0,False
2025-11-19,Grafting Wax,kg,5.9,0.23,0,5.7,200,47.0,False
2025-11-20,Grafting Wax,kg,5.7,0.27,0,5.4,200,55.0,False
2025-11-21,Grafting Wax,kg,5.4,0.36,0,5.1,200,72.0,False
2025-11-22,Grafting Wax,kg,5.1,0.17,0,4.9,200,35.0,False
2025-11-23,Grafting Wax,kg,4.9,0.0,0,4.9,200,0.0,False
2025-11-24,Grafting Wax,kg,4.9,0.15,0,4.8,200,31.0,False
2025-11-25,Grafting Wax,kg,4.8,0.36,0,4.4,200,72.0,False
2025-11-26,Grafting Wax,kg,4.4,0.45,0,3.9,200,90.0,False
2025-11-27,Grafting Wax,kg,3.9,0.37,0,3.6,200,74.0,False
2025-11-28,Grafting Wax,kg,3.6,0.28,0,3.3,200,56.0,False
2025-11-29,Grafting Wax,kg,3.3,0.32,0,3.0,200,63.0,False
2025-11-30,Grafting Wax,kg,3.0,0.0,0,3.0,200,0.0,False
2025-12-01,Grafting Wax,kg,3.0,0.37,0,2.6,200,73.0,False
2025-12-02,Grafting Wax,kg,2.6,0.35,0,2.3,200,69.0,False
2025-12-03,Grafting Wax,kg,2.3,0.43,0,1.8,200,86.0,True
2025-12-04,Grafting Wax,kg,1.8,0.18,0,1.7,200,37.0,True
2025-12-05,Grafting Wax,kg,1.7,0.33,5,6.3,200,67.0,False
2025-12-06,Grafting Wax,kg,6.3,0.18,0,6.1,200,35.0,False
2025-12-07,Grafting Wax,kg,6.1,0.0,0,6.1,200,0.0,False
2025-12-08,Grafting Wax,kg,6.1,0.23,0,5.9,200,46.0,False
2025-12-09,Grafting Wax,kg,5.9,0.19,0,5.7,200,38.0,False
2025-12-10,Grafting Wax,kg,5.7,0.41,0,5.3,200,83.0,False
2025-12-11,Grafting Wax,kg,5.3,0.44,0,4.9,200,87.0,False
2025-12-12,Grafting Wax,kg,4.9,0.22,0,4.7,200,44.0,False
2025-12-13,Grafting Wax,kg,4.7,0.38,0,4.3,200,76.0,False
2025-12-14,Grafting Wax,kg,4.3,0.0,0,4.3,200,0.0,False
2025-12-15,Grafting Wax,kg,4.3,0.39,0,3.9,200,78.0,False
2025-12-16,Grafting Wax,kg,3.9,0.4,0,3.5,200,80.0,False
2025-12-17,Grafting Wax,kg,3.5,0.33,0,3.2,200,65.0,False
2025-12-18,Grafting Wax,kg,3.2,0.33,0,2.8,200,66.0,False
2025-12-19,Grafting Wax,kg,2.8,0.42,0,2.4,200,84.0,False
2025-12-20,Grafting Wax,kg,2.4,0.19,0,2.2,200,37.0,False
2025-12-21,Grafting Wax,kg,2.2,0.0,0,2.2,200,0.0,False
2025-12-22,Grafting Wax,kg,2.2,0.25,0,2.0,200,51.0,True
2025-12-23,Grafting Wax,kg,2.0,0.25,0,1.7,200,49.0,True
2025-12-24,Grafting Wax,kg,1.7,0.25,5,6.5,200,49.0,False
2025-12-25,Grafting Wax,kg,6.5,0.19,0,6.3,200,38.0,False
2025-12-26,Grafting Wax,kg,6.3,0.35,0,5.9,200,70.0,False
2025-12-27,Grafting Wax,kg,5.9,0.43,0,5.5,200,85.0,False
2025-12-28,Grafting Wax,kg,5.5,0.0,0,5.5,200,0.0,False
2025-12-29,Grafting Wax,kg,5.5,0.39,0,5.1,200,78.0,False
2025-12-30,Grafting Wax,kg,5.1,0.19,0,4.9,200,37.0,False
2025-12-31,Grafting Wax,kg,4.9,0.44,0,4.5,200,87.0,False
2026-01-01,Grafting Wax,kg,4.5,0.4,0,4.1,200,79.0,False
2026-01-02,Grafting Wax,kg,4.1,0.18,0,3.9,200,36.0,False
2026-01-03,Grafting Wax,kg,3.9,0.19,0,3.7,200,38.0,False
2026-01-04,Grafting Wax,kg,3.7,0.0,0,3.7,200,0.0,False
2026-01-05,Grafting Wax,kg,3.7,0.23,0,3.5,200,46.0,False
2026-01-06,Grafting Wax,kg,3.5,0.33,0,3.2,200,67.0,False
2026-01-07,Grafting Wax,kg,3.2,0.18,0,3.0,200,37.0,False
2026-01-08,Grafting Wax,kg,3.0,0.26,0,2.7,200,52.0,False
2026-01-09,Grafting Wax,kg,2.7,0.41,0,2.3,200,82.0,False
2026-01-10,Grafting Wax,kg,2.3,0.21,0,2.1,200,43.0,False
2026-01-11,Grafting Wax,kg,2.1,0.0,0,2.1,200,0.0,False
2026-01-12,Grafting Wax,kg,2.1,0.16,0,1.9,200,31.0,True
2026-01-13,Grafting Wax,kg,1.9,0.33,0,1.6,200,66.0,True
2026-01-14,Grafting Wax,kg,1.6,0.2,0,1.4,200,40.0,True
2026-01-15,Grafting Wax,kg,1.4,0.26,0,1.2,200,52.0,True
2026-01-16,Grafting Wax,kg,1.2,0.31,0,0.8,200,62.0,True
2026-01-17,Grafting Wax,kg,0.8,0.31,0,0.5,200,62.0,True
2026-01-18,Grafting Wax,kg,0.5,0.0,0,0.5,200,0.0,True
2026-01-19,Grafting Wax,kg,0.5,0.23,5,5.3,200,45.0,False
2026-01-20,Grafting Wax,kg,5.3,0.28,0,5.0,200,57.0,False
2026-01-21,Grafting Wax,kg,5.0,0.3,0,4.7,200,61.0,False
2026-01-22,Grafting Wax,kg,4.7,0.16,0,4.6,200,31.0,False
2026-01-23,Grafting Wax,kg,4.6,0.38,0,4.2,200,77.0,False
2026-01-24,Grafting Wax,kg,4.2,0.3,0,3.9,200,60.0,False
2026-01-25,Grafting Wax,kg,3.9,0.0,0,3.9,200,0.0,False
2026-01-26,Grafting Wax,kg,3.9,0.33,0,3.5,200,65.0,False
2026-01-27,Grafting Wax,kg,3.5,0.4,0,3.2,200,79.0,False
2026-01-28,Grafting Wax,kg,3.2,0.22,0,2.9,200,45.0,False
2026-01-29,Grafting Wax,kg,2.9,0.37,0,2.6,200,75.0,False
2026-01-30,Grafting Wax,kg,2.6,0.33,0,2.2,200,65.0,False
2026-01-31,Grafting Wax,kg,2.2,0.16,0,2.1,200,31.0,False
2026-02-01,Grafting Wax,kg,2.1,0.0,0,2.1,200,0.0,False
2026-02-02,Grafting Wax,kg,2.1,0.41,0,1.7,200,82.0,True
2026-02-03,Grafting Wax,kg,1.7,0.36,0,1.3,200,71.0,True
2026-02-04,Grafting Wax,kg,1.3,0.15,0,1.1,200,31.0,True
2026-02-05,Grafting Wax,kg,1.1,0.21,5,5.9,200,43.0,False
2026-02-06,Grafting Wax,kg,5.9,0.32,0,5.6,200,64.0,False
2026-02-07,Grafting Wax,kg,5.6,0.43,0,5.2,200,87.0,False
2026-02-08,Grafting Wax,kg,5.2,0.0,0,5.2,200,0.0,False
2026-02-09,Grafting Wax,kg,5.2,0.16,0,5.0,200,32.0,False
2026-02-10,Grafting Wax,kg,5.0,0.31,0,4.7,200,63.0,False
2026-02-11,Grafting Wax,kg,4.7,0.38,0,4.3,200,76.0,False
2026-02-12,Grafting Wax,kg,4.3,0.43,0,3.9,200,85.0,False
2026-02-13,Grafting Wax,kg,3.9,0.2,0,3.7,200,41.0,False
2026-02-14,Grafting Wax,kg,3.7,0.42,0,3.3,200,84.0,False
2026-02-15,Grafting Wax,kg,3.3,0.0,0,3.3,200,0.0,False
2026-02-16,Grafting Wax,kg,3.3,0.27,0,3.0,200,54.0,False
2026-02-17,Grafting Wax,kg,3.0,0.26,0,2.7,200,52.0,False
2026-02-18,Grafting Wax,kg,2.7,0.44,0,2.3,200,87.0,False
2026-02-19,Grafting Wax,kg,2.3,0.41,0,1.9,200,81.0,True
2026-02-20,Grafting Wax,kg,1.9,0.42,5,6.5,200,84.0,False
2026-02-21,Grafting Wax,kg,6.5,0.31,0,6.2,200,61.0,False
2026-02-22,Grafting Wax,kg,6.2,0.0,0,6.2,200,0.0,False
2026-02-23,Grafting Wax,kg,6.2,0.4,0,5.8,200,79.0,False
2026-02-24,Grafting Wax,kg,5.8,0.33,0,5.4,200,65.0,False
2026-02-25,Grafting Wax,kg,5.4,0.15,0,5.3,200,31.0,False
2026-02-26,Grafting Wax,kg,5.3,0.39,0,4.9,200,78.0,False
2026-02-27,Grafting Wax,kg,4.9,0.24,0,4.7,200,49.0,False
2026-02-28,Grafting Wax,kg,4.7,0.23,0,4.4,200,46.0,False
2026-03-01,Grafting Wax,kg,4.4,0.0,0,4.4,200,0.0,False
2026-03-02,Grafting Wax,kg,4.4,0.44,0,4.0,200,89.0,False
2026-03-03,Grafting Wax,kg,4.0,0.79,0,3.2,200,158.0,False
2026-03-04,Grafting Wax,kg,3.2,0.29,0,2.9,200,57.0,False
2026-03-05,Grafting Wax,kg,2.9,0.4,0,2.5,200,79.0,False
2026-03-06,Grafting Wax,kg,2.5,0.77,0,1.7,200,154.0,True
2026-03-07,Grafting Wax,kg,1.7,0.29,0,1.5,200,58.0,True
2026-03-08,Grafting Wax,kg,1.5,0.0,0,1.5,200,0.0,True
2026-03-09,Grafting Wax,kg,1.5,0.61,0,0.8,200,123.0,True
2026-03-10,Grafting Wax,kg,0.8,0.27,0,0.6,200,55.0,True
2026-03-11,Grafting Wax,kg,0.6,0.48,0,0.1,200,96.0,True
2026-03-12,Grafting Wax,kg,0.1,0.65,0,0.0,200,130.0,True
2026-03-13,Grafting Wax,kg,0.0,0.34,0,0.0,200,68.0,True
2026-03-14,Grafting Wax,kg,0.0,0.55,0,0.0,200,110.0,True
2026-03-15,Grafting Wax,kg,0.0,0.0,0,0.0,200,0.0,True
2026-03-16,Grafting Wax,kg,0.0,0.62,0,0.0,200,123.0,True
2026-03-17,Grafting Wax,kg,0.0,0.31,0,0.0,200,62.0,True
2026-03-18,Grafting Wax,kg,0.0,0.32,5,4.7,200,65.0,False
2026-03-19,Grafting Wax,kg,4.7,0.68,0,4.0,200,137.0,False
2026-03-20,Grafting Wax,kg,4.0,0.48,0,3.5,200,97.0,False
2026-03-21,Grafting Wax,kg,3.5,0.54,0,3.0,200,108.0,False
2026-03-22,Grafting Wax,kg,3.0,0.0,0,3.0,200,0.0,False
2026-03-23,Grafting Wax,kg,3.0,0.62,0,2.4,200,124.0,False
2026-03-24,Grafting Wax,kg,2.4,0.57,0,1.8,200,113.0,True
2026-03-25,Grafting Wax,kg,1.8,0.55,0,1.2,200,109.0,True
2026-03-26,Grafting Wax,kg,1.2,0.55,5,5.7,200,110.0,False
2026-03-27,Grafting Wax,kg,5.7,0.51,0,5.2,200,102.0,False
2026-03-28,Grafting Wax,kg,5.2,0.59,0,4.6,200,118.0,False
2026-03-29,Grafting Wax,kg,4.6,0.0,0,4.6,200,0.0,False
2026-03-30,Grafting Wax,kg,4.6,0.74,0,3.8,200,148.0,False
2026-03-31,Grafting Wax,kg,3.8,0.42,0,3.4,200,85.0,False
2026-04-01,Grafting Wax,kg,3.4,0.57,0,2.9,200,113.0,False
2026-04-02,Grafting Wax,kg,2.9,0.68,0,2.2,200,136.0,False
2026-04-03,Grafting Wax,kg,2.2,0.46,0,1.7,200,91.0,True
2026-04-04,Grafting Wax,kg,1.7,0.78,0,0.9,200,157.0,True
2026-04-05,Grafting Wax,kg,0.9,0.0,0,0.9,200,0.0,True
2026-04-06,Grafting Wax,kg,0.9,0.66,0,0.3,200,133.0,True
2026-04-07,Grafting Wax,kg,0.3,0.38,0,0.0,200,76.0,True
2026-04-08,Grafting Wax,kg,0.0,0.69,0,0.0,200,137.0,True
2026-04-09,Grafting Wax,kg,0.0,0.54,0,0.0,200,107.0,True
2025-04-10,Potting Mix,bags,150.0,5.55,0,144.4,85,472.0,False
2025-04-11,Potting Mix,bags,144.4,4.21,0,140.2,85,358.0,False
2025-04-12,Potting Mix,bags,140.2,4.25,0,136.0,85,361.0,False
2025-04-13,Potting Mix,bags,136.0,0.0,0,136.0,85,0.0,False
2025-04-14,Potting Mix,bags,136.0,2.74,0,133.3,85,233.0,False
2025-04-15,Potting Mix,bags,133.3,4.26,0,129.0,85,362.0,False
2025-04-16,Potting Mix,bags,129.0,5.88,0,123.1,85,500.0,False
2025-04-17,Potting Mix,bags,123.1,4.57,0,118.5,85,389.0,False
2025-04-18,Potting Mix,bags,118.5,4.71,0,113.8,85,400.0,False
2025-04-19,Potting Mix,bags,113.8,6.42,0,107.4,85,546.0,False
2025-04-20,Potting Mix,bags,107.4,0.0,0,107.4,85,0.0,False
2025-04-21,Potting Mix,bags,107.4,3.13,0,104.3,85,266.0,False
2025-04-22,Potting Mix,bags,104.3,7.2,0,97.1,85,612.0,False
2025-04-23,Potting Mix,bags,97.1,5.19,0,91.9,85,441.0,False
2025-04-24,Potting Mix,bags,91.9,6.74,0,85.2,85,573.0,False
2025-04-25,Potting Mix,bags,85.2,6.71,0,78.5,85,570.0,False
2025-04-26,Potting Mix,bags,78.5,5.17,0,73.3,85,439.0,False
2025-04-27,Potting Mix,bags,73.3,0.0,0,73.3,85,0.0,False
2025-04-28,Potting Mix,bags,73.3,3.29,0,70.0,85,280.0,False
2025-04-29,Potting Mix,bags,70.0,4.1,0,65.9,85,348.0,False
2025-04-30,Potting Mix,bags,65.9,5.12,0,60.8,85,435.0,False
2025-05-01,Potting Mix,bags,60.8,6.85,0,53.9,85,582.0,False
2025-05-02,Potting Mix,bags,53.9,5.32,0,48.6,85,453.0,False
2025-05-03,Potting Mix,bags,48.6,6.71,0,41.9,85,571.0,False
2025-05-04,Potting Mix,bags,41.9,0.0,0,41.9,85,0.0,False
2025-05-05,Potting Mix,bags,41.9,3.86,0,38.0,85,328.0,False
2025-05-06,Potting Mix,bags,38.0,4.51,0,33.5,85,383.0,False
2025-05-07,Potting Mix,bags,33.5,3.4,0,30.1,85,289.0,False
2025-05-08,Potting Mix,bags,30.1,6.77,0,23.4,85,575.0,False
2025-05-09,Potting Mix,bags,23.4,5.89,0,17.5,85,500.0,True
2025-05-10,Potting Mix,bags,17.5,2.55,0,14.9,85,217.0,True
2025-05-11,Potting Mix,bags,14.9,0.0,0,14.9,85,0.0,True
2025-05-12,Potting Mix,bags,14.9,4.49,100,110.4,85,382.0,False
2025-05-13,Potting Mix,bags,110.4,6.79,0,103.6,85,577.0,False
2025-05-14,Potting Mix,bags,103.6,4.45,0,99.2,85,379.0,False
2025-05-15,Potting Mix,bags,99.2,4.99,0,94.2,85,424.0,False
2025-05-16,Potting Mix,bags,94.2,6.94,0,87.2,85,590.0,False
2025-05-17,Potting Mix,bags,87.2,2.6,0,84.6,85,221.0,False
2025-05-18,Potting Mix,bags,84.6,0.0,0,84.6,85,0.0,False
2025-05-19,Potting Mix,bags,84.6,4.8,0,79.8,85,408.0,False
2025-05-20,Potting Mix,bags,79.8,4.06,0,75.8,85,345.0,False
2025-05-21,Potting Mix,bags,75.8,5.32,0,70.5,85,452.0,False
2025-05-22,Potting Mix,bags,70.5,5.63,0,64.8,85,479.0,False
2025-05-23,Potting Mix,bags,64.8,6.58,0,58.2,85,559.0,False
2025-05-24,Potting Mix,bags,58.2,2.95,0,55.3,85,251.0,False
2025-05-25,Potting Mix,bags,55.3,0.0,0,55.3,85,0.0,False
2025-05-26,Potting Mix,bags,55.3,3.32,0,52.0,85,282.0,False
2025-05-27,Potting Mix,bags,52.0,6.18,0,45.8,85,525.0,False
2025-05-28,Potting Mix,bags,45.8,3.4,0,42.4,85,289.0,False
2025-05-29,Potting Mix,bags,42.4,5.52,0,36.9,85,469.0,False
2025-05-30,Potting Mix,bags,36.9,3.28,0,33.6,85,279.0,False
2025-05-31,Potting Mix,bags,33.6,6.89,0,26.7,85,585.0,False
2025-06-01,Potting Mix,bags,26.7,0.0,0,26.7,85,0.0,False
2025-06-02,Potting Mix,bags,26.7,5.25,0,21.5,85,447.0,False
2025-06-03,Potting Mix,bags,21.5,6.54,0,14.9,85,556.0,True
2025-06-04,Potting Mix,bags,14.9,3.96,0,11.0,85,337.0,True
2025-06-05,Potting Mix,bags,11.0,5.57,0,5.4,85,473.0,True
