date,category,amount,month
2025-07-25,Fertilizers,1346.0,2025-07
2025-07-25,Pesticides & Fungicides,843.0,2025-07
2025-07-25,Seeds & Rootstock,923.0,2025-07
2025-07-25,Electricity,391.0,2025-07
2025-07-25,Water,196.0,2025-07
2025-07-25,Equipment Maintenance,360.0,2025-07
2025-07-25,Transport,416.0,2025-07
2025-07-25,Packaging Materials,224.0,2025-07
2025-07-25,Miscellaneous,227.0,2025-07
2025-07-26,Labor - Regular,3317.0,2025-07
2025-07-26,Labor - Overtime,341.0,2025-07
2025-07-26,Fertilizers,1094.0,2025-07
2025-07-26,Pesticides & Fungicides,1051.0,2025-07
2025-07-26,Seeds & Rootstock,941.0,2025-07
2025-07-26,Electricity,383.0,2025-07
2025-07-26,Water,211.0,2025-07
2025-07-26,Equipment Maintenance,266.0,2025-07
2025-07-26,Transport,271.0,2025-07
2025-07-26,Packaging Materials,221.0,2025-07
2025-07-26,Miscellaneous,204.0,2025-07
2025-07-27,Labor - Regular,0.0,2025-07
2025-07-27,Labor - Overtime,0.0,2025-07
2025-07-27,Fertilizers,126.0,2025-07
2025-07-27,Pesticides & Fungicides,152.0,2025-07
2025-07-27,Seeds & Rootstock,74.0,2025-07
2025-07-27,Electricity,38.0,2025-07
2025-07-27,Water,18.0,2025-07
2025-07-27,Equipment Maintenance,18.0,2025-07
2025-07-27,Transport,39.0,2025-07
2025-07-27,Packaging Materials,25.0,2025-07
2025-07-27,Miscellaneous,18.0,2025-07
2025-07-28,Labor - Regular,3319.0,2025-07
2025-07-28,Labor - Overtime,660.0,2025-07
2025-07-28,Fertilizers,1093.0,2025-07
2025-07-28,Pesticides & Fungicides,1414.0,2025-07
2025-07-28,Seeds & Rootstock,1062.0,2025-07
2025-07-28,Electricity,435.0,2025-07
2025-07-28,Water,199.0,2025-07
2025-07-28,Equipment Maintenance,346.0,2025-07
2025-07-28,Transport,252.0,2025-07
2025-07-28,Packaging Materials,199.0,2025-07
2025-07-28,Miscellaneous,90.0,2025-07
2025-07-29,Labor - Regular,3488.0,2025-07
2025-07-29,Labor - Overtime,468.0,2025-07
2025-07-29,Fertilizers,1341.0,2025-07
2025-07-29,Pesticides & Fungicides,1498.0,2025-07
2025-07-29,Seeds & Rootstock,1038.0,2025-07
2025-07-29,Electricity,364.0,2025-07
2025-07-29,Water,238.0,2025-07
2025-07-29,Equipment Maintenance,293.0,2025-07
2025-07-29,Transport,310.0,2025-07
2025-07-29,Packaging Materials,249.0,2025-07
2025-07-29,Miscellaneous,108.0,2025-07
2025-07-30,Labor - Regular,3366.0,2025-07
2025-07-30,Labor - Overtime,665.0,2025-07
2025-07-30,Fertilizers,1340.0,2025-07
2025-07-30,Pesticides & Fungicides,817.0,2025-07
2025-07-30,Seeds & Rootstock,810.0,2025-07
2025-07-30,Electricity,394.0,2025-07
2025-07-30,Water,230.0,2025-07
2025-07-30,Equipment Maintenance,362.0,2025-07
2025-07-30,Transport,382.0,2025-07
2025-07-30,Packaging Materials,273.0,2025-07
2025-07-30,Miscellaneous,109.0,2025-07
2025-07-31,Labor - Regular,3306.0,2025-07
2025-07-31,Labor - Overtime,439.0,2025-07
2025-07-31,Fertilizers,1359.0,2025-07
2025-07-31,Pesticides & Fungicides,1307.0,2025-07
2025-07-31,Seeds & Rootstock,981.0,2025-07
2025-07-31,Electricity,452.0,2025-07
2025-07-31,Water,203.0,2025-07
2025-07-31,Equipment Maintenance,168.0,2025-07
2025-07-31,Transport,276.0,2025-07
2025-07-31,Packaging Materials,245.0,2025-07
2025-07-31,Miscellaneous,149.0,2025-07
2025-08-01,Labor - Regular,3426.0,2025-08
2025-08-01,Labor - Overtime,370.0,2025-08
2025-08-01,Fertilizers,1452.0,2025-08
2025-08-01,Pesticides & Fungicides,1181.0,2025-08
2025-08-01,Seeds & Rootstock,734.0,2025-08
2025-08-01,Electricity,441.0,2025-08
2025-08-01,Water,200.0,2025-08
2025-08-01,Equipment Maintenance,311.0,2025-08
2025-08-01,Transport,302.0,2025-08
2025-08-01,Packaging Materials,273.0,2025-08
2025-08-01,Miscellaneous,210.0,2025-08
2025-08-02,Labor - Regular,3331.0,2025-08
2025-08-02,Labor - Overtime,626.0,2025-08
2025-08-02,Fertilizers,1266.0,2025-08
2025-08-02,Pesticides & Fungicides,1298.0,2025-08
2025-08-02,Seeds & Rootstock,658.0,2025-08
2025-08-02,Electricity,434.0,2025-08
2025-08-02,Water,191.0,2025-08
2025-08-02,Equipment Maintenance,245.0,2025-08
2025-08-02,Transport,295.0,2025-08
2025-08-02,Packaging Materials,226.0,2025-08
2025-08-02,Miscellaneous,143.0,2025-08
2025-08-03,Labor - Regular,0.0,2025-08
2025-08-03,Labor - Overtime,0.0,2025-08
2025-08-03,Fertilizers,129.0,2025-08
2025-08-03,Pesticides & Fungicides,149.0,2025-08
2025-08-03,Seeds & Rootstock,67.0,2025-08
2025-08-03,Electricity,38.0,2025-08
2025-08-03,Water,22.0,2025-08
2025-08-03,Equipment Maintenance,22.0,2025-08
2025-08-03,Transport,34.0,2025-08
2025-08-03,Packaging Materials,21.0,2025-08
2025-08-03,Miscellaneous,11.0,2025-08
2025-08-04,Labor - Regular,3209.0,2025-08
2025-08-04,Labor - Overtime,420.0,2025-08
2025-08-04,Fertilizers,1054.0,2025-08
2025-08-04,Pesticides & Fungicides,1411.0,2025-08
2025-08-04,Seeds & Rootstock,1012.0,2025-08
2025-08-04,Electricity,369.0,2025-08
2025-08-04,Water,180.0,2025-08
2025-08-04,Equipment Maintenance,174.0,2025-08
2025-08-04,Transport,364.0,2025-08
2025-08-04,Packaging Materials,214.0,2025-08
2025-08-04,Miscellaneous,173.0,2025-08
2025-08-05,Labor - Regular,3301.0,2025-08
2025-08-05,Labor - Overtime,442.0,2025-08
2025-08-05,Fertilizers,891.0,2025-08
2025-08-05,Pesticides & Fungicides,1096.0,2025-08
2025-08-05,Seeds & Rootstock,1014.0,2025-08
2025-08-05,Electricity,362.0,2025-08
2025-08-05,Water,229.0,2025-08
2025-08-05,Equipment Maintenance,233.0,2025-08
2025-08-05,Transport,263.0,2025-08
2025-08-05,Packaging Materials,272.0,2025-08
2025-08-05,Miscellaneous,93.0,2025-08
2025-08-06,Labor - Regular,3394.0,2025-08
2025-08-06,Labor - Overtime,631.0,2025-08
2025-08-06,Fertilizers,1406.0,2025-08
2025-08-06,Pesticides & Fungicides,1251.0,2025-08
2025-08-06,Seeds & Rootstock,693.0,2025-08
2025-08-06,Electricity,434.0,2025-08
2025-08-06,Water,210.0,2025-08
2025-08-06,Equipment Maintenance,231.0,2025-08
2025-08-06,Transport,256.0,2025-08
2025-08-06,Packaging Materials,243.0,2025-08
2025-08-06,Miscellaneous,229.0,2025-08
2025-08-07,Labor - Regular,3252.0,2025-08
2025-08-07,Labor - Overtime,521.0,2025-08
2025-08-07,Fertilizers,1248.0,2025-08
2025-08-07,Pesticides & Fungicides,798.0,2025-08
2025-08-07,Seeds & Rootstock,637.0,2025-08
2025-08-07,Electricity,425.0,2025-08
2025-08-07,Water,168.0,2025-08
2025-08-07,Equipment Maintenance,277.0,2025-08
2025-08-07,Transport,334.0,2025-08
2025-08-07,Packaging Materials,243.0,2025-08
2025-08-07,Miscellaneous,218.0,2025-08
2025-08-08,Labor - Regular,3297.0,2025-08
2025-08-08,Labor - Overtime,617.0,2025-08
2025-08-08,Fertilizers,1012.0,2025-08
2025-08-08,Pesticides & Fungicides,877.0,2025-08
2025-08-08,Seeds & Rootstock,849.0,2025-08
2025-08-08,Electricity,410.0,2025-08
2025-08-08,Water,224.0,2025-08
2025-08-08,Equipment Maintenance,208.0,2025-08
2025-08-08,Transport,304.0,2025-08
2025-08-08,Packaging Materials,195.0,2025-08
2025-08-08,Miscellaneous,247.0,2025-08
2025-08-09,Labor - Regular,3186.0,2025-08
2025-08-09,Labor - Overtime,503.0,2025-08
2025-08-09,Fertilizers,1397.0,2025-08
2025-08-09,Pesticides & Fungicides,1588.0,2025-08
2025-08-09,Seeds & Rootstock,870.0,2025-08
2025-08-09,Electricity,456.0,2025-08
2025-08-09,Water,207.0,2025-08
2025-08-09,Equipment Maintenance,228.0,2025-08
2025-08-09,Transport,307.0,2025-08
2025-08-09,Packaging Materials,226.0,2025-08
2025-08-09,Miscellaneous,210.0,2025-08
2025-08-10,Labor - Regular,0.0,2025-08
2025-08-10,Labor - Overtime,0.0,2025-08
2025-08-10,Fertilizers,124.0,2025-08
2025-08-10,Pesticides & Fungicides,104.0,2025-08
2025-08-10,Seeds & Rootstock,103.0,2025-08
2025-08-10,Electricity,41.0,2025-08
2025-08-10,Water,20.0,2025-08
2025-08-10,Equipment Maintenance,30.0,2025-08
2025-08-10,Transport,32.0,2025-08
2025-08-10,Packaging Materials,26.0,2025-08
2025-08-10,Miscellaneous,16.0,2025-08
2025-08-11,Labor - Regular,3493.0,2025-08
2025-08-11,Labor - Overtime,332.0,2025-08
2025-08-11,Fertilizers,1027.0,2025-08
2025-08-11,Pesticides & Fungicides,1231.0,2025-08
2025-08-11,Seeds & Rootstock,968.0,2025-08
2025-08-11,Electricity,388.0,2025-08
2025-08-11,Water,200.0,2025-08
2025-08-11,Equipment Maintenance,255.0,2025-08
2025-08-11,Transport,402.0,2025-08
2025-08-11,Packaging Materials,222.0,2025-08
2025-08-11,Miscellaneous,163.0,2025-08
2025-08-12,Labor - Regular,3190.0,2025-08
2025-08-12,Labor - Overtime,301.0,2025-08
2025-08-12,Fertilizers,1177.0,2025-08
2025-08-12,Pesticides & Fungicides,1311.0,2025-08
2025-08-12,Seeds & Rootstock,878.0,2025-08
2025-08-12,Electricity,368.0,2025-08
2025-08-12,Water,171.0,2025-08
2025-08-12,Equipment Maintenance,364.0,2025-08
2025-08-12,Transport,305.0,2025-08
2025-08-12,Packaging Materials,203.0,2025-08
2025-08-12,Miscellaneous,139.0,2025-08
2025-08-13,Labor - Regular,3361.0,2025-08
2025-08-13,Labor - Overtime,605.0,2025-08
2025-08-13,Fertilizers,1045.0,2025-08
2025-08-13,Pesticides & Fungicides,892.0,2025-08
2025-08-13,Seeds & Rootstock,873.0,2025-08
2025-08-13,Electricity,365.0,2025-08
2025-08-13,Water,196.0,2025-08
2025-08-13,Equipment Maintenance,314.0,2025-08
2025-08-13,Transport,274.0,2025-08
2025-08-13,Packaging Materials,278.0,2025-08
2025-08-13,Miscellaneous,230.0,2025-08
2025-08-14,Labor - Regular,3169.0,2025-08
2025-08-14,Labor - Overtime,666.0,2025-08
2025-08-14,Fertilizers,993.0,2025-08
2025-08-14,Pesticides & Fungicides,833.0,2025-08
2025-08-14,Seeds & Rootstock,1050.0,2025-08
2025-08-14,Electricity,394.0,2025-08
2025-08-14,Water,236.0,2025-08
2025-08-14,Equipment Maintenance,350.0,2025-08
2025-08-14,Transport,268.0,2025-08
2025-08-14,Packaging Materials,258.0,2025-08
2025-08-14,Miscellaneous,91.0,2025-08
2025-08-15,Labor - Regular,3369.0,2025-08
2025-08-15,Labor - Overtime,629.0,2025-08
2025-08-15,Fertilizers,951.0,2025-08
2025-08-15,Pesticides & Fungicides,1079.0,2025-08
2025-08-15,Seeds & Rootstock,786.0,2025-08
2025-08-15,Electricity,397.0,2025-08
2025-08-15,Water,223.0,2025-08
2025-08-15,Equipment Maintenance,282.0,2025-08
2025-08-15,Transport,280.0,2025-08
2025-08-15,Packaging Materials,248.0,2025-08
2025-08-15,Miscellaneous,89.0,2025-08
2025-08-16,Labor - Regular,3258.0,2025-08
2025-08-16,Labor - Overtime,307.0,2025-08
2025-08-16,Fertilizers,1359.0,2025-08
2025-08-16,Pesticides & Fungicides,1219.0,2025-08
2025-08-16,Seeds & Rootstock,939.0,2025-08
2025-08-16,Electricity,373.0,2025-08
2025-08-16,Water,208.0,2025-08
2025-08-16,Equipment Maintenance,254.0,2025-08
2025-08-16,Transport,353.0,2025-08
2025-08-16,Packaging Materials,278.0,2025-08
2025-08-16,Miscellaneous,90.0,2025-08
2025-08-17,Labor - Regular,0.0,2025-08
2025-08-17,Labor - Overtime,0.0,2025-08
2025-08-17,Fertilizers,140.0,2025-08
2025-08-17,Pesticides & Fungicides,110.0,2025-08
2025-08-17,Seeds & Rootstock,69.0,2025-08
2025-08-17,Electricity,35.0,2025-08
2025-08-17,Water,20.0,2025-08
2025-08-17,Equipment Maintenance,21.0,2025-08
2025-08-17,Transport,27.0,2025-08
2025-08-17,Packaging Materials,23.0,2025-08
2025-08-17,Miscellaneous,20.0,2025-08
2025-08-18,Labor - Regular,3320.0,2025-08
2025-08-18,Labor - Overtime,366.0,2025-08
2025-08-18,Fertilizers,883.0,2025-08
2025-08-18,Pesticides & Fungicides,1336.0,2025-08
2025-08-18,Seeds & Rootstock,867.0,2025-08
2025-08-18,Electricity,426.0,2025-08
2025-08-18,Water,165.0,2025-08
2025-08-18,Equipment Maintenance,292.0,2025-08
2025-08-18,Transport,284.0,2025-08
2025-08-18,Packaging Materials,277.0,2025-08
2025-08-18,Miscellaneous,196.0,2025-08
2025-08-19,Labor - Regular,3202.0,2025-08
2025-08-19,Labor - Overtime,398.0,2025-08
2025-08-19,Fertilizers,1209.0,2025-08
2025-08-19,Pesticides & Fungicides,1324.0,2025-08
2025-08-19,Seeds & Rootstock,811.0,2025-08
2025-08-19,Electricity,355.0,2025-08
2025-08-19,Water,235.0,2025-08
2025-08-19,Equipment Maintenance,371.0,2025-08
2025-08-19,Transport,367.0,2025-08
2025-08-19,Packaging Materials,278.0,2025-08
2025-08-19,Miscellaneous,101.0,2025-08
2025-08-20,Labor - Regular,3394.0,2025-08
2025-08-20,Labor - Overtime,411.0,2025-08
2025-08-20,Fertilizers,1330.0,2025-08
2025-08-20,Pesticides & Fungicides,873.0,2025-08
2025-08-20,Seeds & Rootstock,735.0,2025-08
2025-08-20,Electricity,344.0,2025-08
2025-08-20,Water,198.0,2025-08
2025-08-20,Equipment Maintenance,221.0,2025-08
2025-08-20,Transport,308.0,2025-08
2025-08-20,Packaging Materials,266.0,2025-08
2025-08-20,Miscellaneous,193.0,2025-08
2025-08-21,Labor - Regular,3196.0,2025-08
2025-08-21,Labor - Overtime,551.0,2025-08
2025-08-21,Fertilizers,982.0,2025-08
2025-08-21,Pesticides & Fungicides,1594.0,2025-08
2025-08-21,Seeds & Rootstock,678.0,2025-08
2025-08-21,Electricity,345.0,2025-08
2025-08-21,Water,227.0,2025-08
2025-08-21,Equipment Maintenance,278.0,2025-08
2025-08-21,Transport,414.0,2025-08
2025-08-21,Packaging Materials,231.0,2025-08
2025-08-21,Miscellaneous,124.0,2025-08
2025-08-22,Labor - Regular,3342.0,2025-08
2025-08-22,Labor - Overtime,566.0,2025-08
2025-08-22,Fertilizers,927.0,2025-08
2025-08-22,Pesticides & Fungicides,856.0,2025-08
2025-08-22,Seeds & Rootstock,1076.0,2025-08
2025-08-22,Electricity,383.0,2025-08
2025-08-22,Water,232.0,2025-08
2025-08-22,Equipment Maintenance,266.0,2025-08
2025-08-22,Transport,370.0,2025-08
2025-08-22,Packaging Materials,196.0,2025-08
2025-08-22,Miscellaneous,219.0,2025-08
2025-08-23,Labor - Regular,3455.0,2025-08
2025-08-23,Labor - Overtime,391.0,2025-08
2025-08-23,Fertilizers,1064.0,2025-08
2025-08-23,Pesticides & Fungicides,1414.0,2025-08
2025-08-23,Seeds & Rootstock,1022.0,2025-08
2025-08-23,Electricity,456.0,2025-08
2025-08-23,Water,220.0,2025-08
2025-08-23,Equipment Maintenance,289.0,2025-08
2025-08-23,Transport,352.0,2025-08
2025-08-23,Packaging Materials,197.0,2025-08
2025-08-23,Miscellaneous,149.0,2025-08
2025-08-24,Labor - Regular,0.0,2025-08
2025-08-24,Labor - Overtime,0.0,2025-08
2025-08-24,Fertilizers,115.0,2025-08
2025-08-24,Pesticides & Fungicides,107.0,2025-08
2025-08-24,Seeds & Rootstock,61.0,2025-08
2025-08-24,Electricity,44.0,2025-08
2025-08-24,Water,20.0,2025-08
2025-08-24,Equipment Maintenance,17.0,2025-08
2025-08-24,Transport,33.0,2025-08
2025-08-24,Packaging Materials,20.0,2025-08
2025-08-24,Miscellaneous,14.0,2025-08
2025-08-25,Labor - Regular,3292.0,2025-08
2025-08-25,Labor - Overtime,354.0,2025-08
2025-08-25,Fertilizers,1214.0,2025-08
2025-08-25,Pesticides & Fungicides,1539.0,2025-08
2025-08-25,Seeds & Rootstock,1063.0,2025-08
2025-08-25,Electricity,362.0,2025-08
2025-08-25,Water,192.0,2025-08
2025-08-25,Equipment Maintenance,310.0,2025-08
2025-08-25,Transport,280.0,2025-08
2025-08-25,Packaging Materials,189.0,2025-08
2025-08-25,Miscellaneous,205.0,2025-08
2025-08-26,Labor - Regular,3462.0,2025-08
2025-08-26,Labor - Overtime,363.0,2025-08
2025-08-26,Fertilizers,1194.0,2025-08
2025-08-26,Pesticides & Fungicides,1496.0,2025-08
2025-08-26,Seeds & Rootstock,923.0,2025-08
2025-08-26,Electricity,386.0,2025-08
2025-08-26,Water,217.0,2025-08
2025-08-26,Equipment Maintenance,212.0,2025-08
2025-08-26,Transport,380.0,2025-08
2025-08-26,Packaging Materials,227.0,2025-08
2025-08-26,Miscellaneous,108.0,2025-08
2025-08-27,Labor - Regular,3172.0,2025-08
2025-08-27,Labor - Overtime,664.0,2025-08
2025-08-27,Fertilizers,1138.0,2025-08
2025-08-27,Pesticides & Fungicides,1073.0,2025-08
2025-08-27,Seeds & Rootstock,943.0,2025-08
2025-08-27,Electricity,363.0,2025-08
2025-08-27,Water,204.0,2025-08
2025-08-27,Equipment Maintenance,337.0,2025-08
2025-08-27,Transport,259.0,2025-08
2025-08-27,Packaging Materials,265.0,2025-08
2025-08-27,Miscellaneous,116.0,2025-08
2025-08-28,Labor - Regular,3204.0,2025-08
2025-08-28,Labor - Overtime,344.0,2025-08
2025-08-28,Fertilizers,1105.0,2025-08
2025-08-28,Pesticides & Fungicides,1280.0,2025-08
2025-08-28,Seeds & Rootstock,740.0,2025-08
2025-08-28,Electricity,403.0,2025-08
2025-08-28,Water,171.0,2025-08
2025-08-28,Equipment Maintenance,371.0,2025-08
2025-08-28,Transport,280.0,2025-08
2025-08-28,Packaging Materials,272.0,2025-08
2025-08-28,Miscellaneous,85.0,2025-08
2025-08-29,Labor - Regular,3201.0,2025-08
2025-08-29,Labor - Overtime,407.0,2025-08
2025-08-29,Fertilizers,1225.0,2025-08
2025-08-29,Pesticides & Fungicides,1127.0,2025-08
2025-08-29,Seeds & Rootstock,845.0,2025-08
2025-08-29,Electricity,353.0,2025-08
2025-08-29,Water,183.0,2025-08
2025-08-29,Equipment Maintenance,262.0,2025-08
2025-08-29,Transport,314.0,2025-08
2025-08-29,Packaging Materials,257.0,2025-08
2025-08-29,Miscellaneous,127.0,2025-08
2025-08-30,Labor - Regular,3409.0,2025-08
2025-08-30,Labor - Overtime,438.0,2025-08
2025-08-30,Fertilizers,1204.0,2025-08
2025-08-30,Pesticides & Fungicides,1322.0,2025-08
2025-08-30,Seeds & Rootstock,879.0,2025-08
2025-08-30,Electricity,444.0,2025-08
2025-08-30,Water,239.0,2025-08
2025-08-30,Equipment Maintenance,286.0,2025-08
2025-08-30,Transport,280.0,2025-08
2025-08-30,Packaging Materials,234.0,2025-08
2025-08-30,Miscellaneous,171.0,2025-08
2025-08-31,Labor - Regular,0.0,2025-08
2025-08-31,Labor - Overtime,0.0,2025-08
2025-08-31,Fertilizers,92.0,2025-08
2025-08-31,Pesticides & Fungicides,114.0,2025-08
2025-08-31,Seeds & Rootstock,69.0,2025-08
2025-08-31,Electricity,43.0,2025-08
2025-08-31,Water,18.0,2025-08
2025-08-31,Equipment Maintenance,18.0,2025-08
2025-08-31,Transport,40.0,2025-08
2025-08-31,Packaging Materials,20.0,2025-08
2025-08-31,Miscellaneous,11.0,2025-08
2025-09-01,Labor - Regular,3205.0,2025-09
2025-09-01,Labor - Overtime,359.0,2025-09
2025-09-01,Fertilizers,876.0,2025-09
2025-09-01,Pesticides & Fungicides,1031.0,2025-09
2025-09-01,Seeds & Rootstock,690.0,2025-09
2025-09-01,Electricity,353.0,2025-09
2025-09-01,Water,172.0,2025-09
2025-09-01,Equipment Maintenance,353.0,2025-09
2025-09-01,Transport,280.0,2025-09
2025-09-01,Packaging Materials,254.0,2025-09
2025-09-01,Miscellaneous,130.0,2025-09
2025-09-02,Labor - Regular,3454.0,2025-09
2025-09-02,Labor - Overtime,690.0,2025-09
2025-09-02,Fertilizers,1301.0,2025-09
2025-09-02,Pesticides & Fungicides,1386.0,2025-09
2025-09-02,Seeds & Rootstock,1014.0,2025-09
2025-09-02,Electricity,415.0,2025-09
2025-09-02,Water,229.0,2025-09
2025-09-02,Equipment Maintenance,322.0,2025-09
2025-09-02,Transport,377.0,2025-09
2025-09-02,Packaging Materials,246.0,2025-09
2025-09-02,Miscellaneous,189.0,2025-09
2025-09-03,Labor - Regular,3481.0,2025-09
2025-09-03,Labor - Overtime,559.0,2025-09
2025-09-03,Fertilizers,1148.0,2025-09
2025-09-03,Pesticides & Fungicides,1201.0,2025-09
2025-09-03,Seeds & Rootstock,626.0,2025-09
2025-09-03,Electricity,426.0,2025-09
2025-09-03,Water,168.0,2025-09
2025-09-03,Equipment Maintenance,344.0,2025-09
2025-09-03,Transport,265.0,2025-09
2025-09-03,Packaging Materials,234.0,2025-09
2025-09-03,Miscellaneous,173.0,2025-09
2025-09-04,Labor - Regular,3357.0,2025-09
2025-09-04,Labor - Overtime,600.0,2025-09
2025-09-04,Fertilizers,1330.0,2025-09
2025-09-04,Pesticides & Fungicides,1013.0,2025-09
2025-09-04,Seeds & Rootstock,963.0,2025-09
2025-09-04,Electricity,412.0,2025-09
2025-09-04,Water,202.0,2025-09
2025-09-04,Equipment Maintenance,269.0,2025-09
2025-09-04,Transport,342.0,2025-09
2025-09-04,Packaging Materials,206.0,2025-09
2025-09-04,Miscellaneous,147.0,2025-09
2025-09-05,Labor - Regular,3257.0,2025-09
2025-09-05,Labor - Overtime,466.0,2025-09
2025-09-05,Fertilizers,1014.0,2025-09
2025-09-05,Pesticides & Fungicides,1421.0,2025-09
2025-09-05,Seeds & Rootstock,766.0,2025-09
2025-09-05,Electricity,340.0,2025-09
2025-09-05,Water,177.0,2025-09
2025-09-05,Equipment Maintenance,177.0,2025-09
2025-09-05,Transport,329.0,2025-09
2025-09-05,Packaging Materials,253.0,2025-09
2025-09-05,Miscellaneous,188.0,2025-09
2025-09-06,Labor - Regular,3223.0,2025-09
2025-09-06,Labor - Overtime,593.0,2025-09
2025-09-06,Fertilizers,941.0,2025-09
2025-09-06,Pesticides & Fungicides,1569.0,2025-09
2025-09-06,Seeds & Rootstock,817.0,2025-09
2025-09-06,Electricity,434.0,2025-09
2025-09-06,Water,231.0,2025-09
2025-09-06,Equipment Maintenance,271.0,2025-09
2025-09-06,Transport,335.0,2025-09
2025-09-06,Packaging Materials,278.0,2025-09
2025-09-06,Miscellaneous,125.0,2025-09
2025-09-07,Labor - Regular,0.0,2025-09
2025-09-07,Labor - Overtime,0.0,2025-09
2025-09-07,Fertilizers,99.0,2025-09
2025-09-07,Pesticides & Fungicides,140.0,2025-09
2025-09-07,Seeds & Rootstock,69.0,2025-09
2025-09-07,Electricity,37.0,2025-09
2025-09-07,Water,18.0,2025-09
2025-09-07,Equipment Maintenance,29.0,2025-09
2025-09-07,Transport,29.0,2025-09
2025-09-07,Packaging Materials,26.0,2025-09
2025-09-07,Miscellaneous,15.0,2025-09
2025-09-08,Labor - Regular,3348.0,2025-09
2025-09-08,Labor - Overtime,563.0,2025-09
2025-09-08,Fertilizers,1083.0,2025-09
2025-09-08,Pesticides & Fungicides,1174.0,2025-09
2025-09-08,Seeds & Rootstock,630.0,2025-09
2025-09-08,Electricity,384.0,2025-09
2025-09-08,Water,213.0,2025-09
2025-09-08,Equipment Maintenance,237.0,2025-09
2025-09-08,Transport,326.0,2025-09
2025-09-08,Packaging Materials,257.0,2025-09
2025-09-08,Miscellaneous,108.0,2025-09
2025-09-09,Labor - Regular,3211.0,2025-09
2025-09-09,Labor - Overtime,566.0,2025-09
2025-09-09,Fertilizers,1087.0,2025-09
2025-09-09,Pesticides & Fungicides,895.0,2025-09
2025-09-09,Seeds & Rootstock,825.0,2025-09
2025-09-09,Electricity,426.0,2025-09
2025-09-09,Water,168.0,2025-09
2025-09-09,Equipment Maintenance,372.0,2025-09
2025-09-09,Transport,277.0,2025-09
2025-09-09,Packaging Materials,219.0,2025-09
2025-09-09,Miscellaneous,165.0,2025-09
2025-09-10,Labor - Regular,3388.0,2025-09
2025-09-10,Labor - Overtime,699.0,2025-09
2025-09-10,Fertilizers,1134.0,2025-09
2025-09-10,Pesticides & Fungicides,1613.0,2025-09
2025-09-10,Seeds & Rootstock,806.0,2025-09
2025-09-10,Electricity,348.0,2025-09
2025-09-10,Water,197.0,2025-09
2025-09-10,Equipment Maintenance,301.0,2025-09
2025-09-10,Transport,315.0,2025-09
2025-09-10,Packaging Materials,261.0,2025-09
2025-09-10,Miscellaneous,209.0,2025-09
2025-09-11,Labor - Regular,3459.0,2025-09
2025-09-11,Labor - Overtime,617.0,2025-09
2025-09-11,Fertilizers,1373.0,2025-09
2025-09-11,Pesticides & Fungicides,1092.0,2025-09
2025-09-11,Seeds & Rootstock,637.0,2025-09
2025-09-11,Electricity,398.0,2025-09
2025-09-11,Water,238.0,2025-09
2025-09-11,Equipment Maintenance,297.0,2025-09
2025-09-11,Transport,267.0,2025-09
2025-09-11,Packaging Materials,251.0,2025-09
2025-09-11,Miscellaneous,132.0,2025-09
2025-09-12,Labor - Regular,3168.0,2025-09
2025-09-12,Labor - Overtime,503.0,2025-09
2025-09-12,Fertilizers,983.0,2025-09
2025-09-12,Pesticides & Fungicides,1318.0,2025-09
2025-09-12,Seeds & Rootstock,821.0,2025-09
2025-09-12,Electricity,402.0,2025-09
2025-09-12,Water,167.0,2025-09
2025-09-12,Equipment Maintenance,178.0,2025-09
2025-09-12,Transport,258.0,2025-09
2025-09-12,Packaging Materials,210.0,2025-09
2025-09-12,Miscellaneous,88.0,2025-09
2025-09-13,Labor - Regular,3236.0,2025-09
2025-09-13,Labor - Overtime,555.0,2025-09
2025-09-13,Fertilizers,1220.0,2025-09
2025-09-13,Pesticides & Fungicides,1475.0,2025-09
2025-09-13,Seeds & Rootstock,686.0,2025-09
2025-09-13,Electricity,446.0,2025-09
2025-09-13,Water,171.0,2025-09
2025-09-13,Equipment Maintenance,336.0,2025-09
2025-09-13,Transport,255.0,2025-09
2025-09-13,Packaging Materials,208.0,2025-09
2025-09-13,Miscellaneous,116.0,2025-09
2025-09-14,Labor - Regular,0.0,2025-09
2025-09-14,Labor - Overtime,0.0,2025-09
2025-09-14,Fertilizers,142.0,2025-09
2025-09-14,Pesticides & Fungicides,120.0,2025-09
2025-09-14,Seeds & Rootstock,100.0,2025-09
2025-09-14,Electricity,40.0,2025-09
2025-09-14,Water,22.0,2025-09
2025-09-14,Equipment Maintenance,30.0,2025-09
2025-09-14,Transport,36.0,2025-09
2025-09-14,Packaging Materials,25.0,2025-09
2025-09-14,Miscellaneous,17.0,2025-09
2025-09-15,Labor - Regular,3174.0,2025-09
2025-09-15,Labor - Overtime,654.0,2025-09
2025-09-15,Fertilizers,913.0,2025-09
2025-09-15,Pesticides & Fungicides,1482.0,2025-09
2025-09-15,Seeds & Rootstock,586.0,2025-09
2025-09-15,Electricity,355.0,2025-09
2025-09-15,Water,234.0,2025-09
2025-09-15,Equipment Maintenance,199.0,2025-09
2025-09-15,Transport,325.0,2025-09
2025-09-15,Packaging Materials,264.0,2025-09
2025-09-15,Miscellaneous,211.0,2025-09
2025-09-16,Labor - Regular,3425.0,2025-09
2025-09-16,Labor - Overtime,322.0,2025-09
2025-09-16,Fertilizers,1423.0,2025-09
