plant_id,variety_name,zone_id,measurement_date,week_number,height_cm,girth_mm,weekly_growth_cm,leaf_count,disease_detected,stress_indicators,health_score
WN-2024-0460,Chandler,ZONE-F,2024-09-19,5,15.8,2.6,2.51,18,,none,93.8
WN-2024-0460,Chandler,ZONE-F,2024-09-26,6,17.3,2.6,1.49,18,,none,90.7
WN-2024-0460,Chandler,ZONE-F,2024-10-03,7,19.2,2.8,1.82,24,,none,90.6
WN-2024-0460,Chandler,ZONE-F,2024-10-10,8,21.0,2.8,1.8,24,,none,98.1
WN-2024-0460,Chandler,ZONE-F,2024-10-17,9,22.4,3.0,1.42,27,,water_stress,84.4
WN-2024-0460,Chandler,ZONE-F,2024-10-24,10,24.0,3.2,1.67,28,,none,89.0
WN-2024-0460,Chandler,ZONE-F,2024-10-31,11,25.2,3.3,1.16,31,,none,92.2
WN-2024-0460,Chandler,ZONE-F,2024-11-07,12,25.7,3.3,0.52,34,,water_stress,77.0
WN-2024-0460,Chandler,ZONE-F,2024-11-14,13,26.8,3.4,1.07,29,,none,79.9
WN-2024-0460,Chandler,ZONE-F,2024-11-21,14,27.3,3.4,0.49,34,,none,87.9
WN-2024-0460,Chandler,ZONE-F,2024-11-28,15,28.1,3.4,0.79,32,Root Rot,none,93.3
WN-2024-0460,Chandler,ZONE-F,2024-12-05,16,29.3,3.6,1.23,34,,none,82.5
WN-2024-0460,Chandler,ZONE-F,2024-12-12,17,29.7,3.6,0.41,37,,none,85.9
WN-2024-0460,Chandler,ZONE-F,2024-12-19,18,30.9,3.7,1.16,39,Crown Rot,none,83.6
WN-2024-0460,Chandler,ZONE-F,2024-12-26,19,31.7,3.7,0.85,38,,none,95.2
WN-2024-0460,Chandler,ZONE-F,2025-01-02,20,32.9,3.8,1.13,38,,none,96.9
WN-2024-0460,Chandler,ZONE-F,2025-01-09,21,34.0,3.9,1.11,45,,none,83.8
WN-2024-0460,Chandler,ZONE-F,2025-01-16,22,35.2,4.0,1.21,42,,none,86.8
WN-2024-0460,Chandler,ZONE-F,2025-01-23,23,36.2,4.1,1.03,42,,none,83.7
WN-2024-0460,Chandler,ZONE-F,2025-01-30,24,38.3,4.3,2.12,47,,none,87.5
WN-2024-0460,Chandler,ZONE-F,2025-02-06,25,39.3,4.4,1.01,48,,none,87.3
WN-2024-0460,Chandler,ZONE-F,2025-02-13,26,40.7,4.4,1.41,51,,water_stress,81.0
WN-2024-0460,Chandler,ZONE-F,2025-02-20,27,42.1,4.5,1.33,50,,none,100.0
WN-2024-0460,Chandler,ZONE-F,2025-02-27,28,43.6,4.6,1.49,51,,none,100.0
WN-2024-0460,Chandler,ZONE-F,2025-03-06,29,45.3,4.8,1.78,52,,none,91.7
WN-2024-0460,Chandler,ZONE-F,2025-03-13,30,47.6,4.9,2.23,59,,none,93.1
WN-2024-0460,Chandler,ZONE-F,2025-03-20,31,49.8,5.0,2.26,57,,none,97.5
WN-2024-0460,Chandler,ZONE-F,2025-03-27,32,51.9,5.1,2.06,60,,none,88.5
WN-2024-0460,Chandler,ZONE-F,2025-04-03,33,54.0,5.2,2.1,64,,none,89.8
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-09-07,1,5.9,2.3,1.74,6,,none,85.9
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-09-14,2,7.2,2.4,1.32,7,,water_stress,95.1
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-09-21,3,8.4,2.6,1.13,10,,none,89.7
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-09-28,4,9.4,2.7,1.02,12,,water_stress,81.2
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-10-05,5,10.7,2.8,1.33,12,,none,85.8
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-10-12,6,11.6,3.0,0.88,9,,water_stress,91.0
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-10-19,7,12.5,3.0,0.9,15,,none,79.4
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-10-26,8,13.5,3.1,1.03,18,,none,84.4
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-11-02,9,14.4,3.3,0.83,14,,none,88.2
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-11-09,10,15.1,3.3,0.73,16,,water_stress,86.6
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-11-16,11,16.0,3.4,0.96,20,,none,90.2
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-11-23,12,17.2,3.4,1.16,18,,none,92.4
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-11-30,13,18.3,3.4,1.14,24,,none,87.5
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-12-07,14,18.6,3.4,0.22,21,,water_stress,83.2
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-12-14,15,19.1,3.6,0.58,24,,none,96.3
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-12-21,16,19.9,3.7,0.78,25,,none,83.9
WN-2024-0461,Kashmiri Walnut,ZONE-F,2024-12-28,17,20.8,3.8,0.87,23,,none,91.6
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-01-04,18,21.3,3.9,0.48,24,,none,85.3
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-01-11,19,21.9,3.9,0.64,26,,none,98.3
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-01-18,20,22.4,4.1,0.51,25,,none,87.6
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-01-25,21,23.0,4.1,0.56,27,,none,87.8
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-02-01,22,23.9,4.2,0.9,31,,none,87.5
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-02-08,23,24.7,4.2,0.87,30,,none,90.0
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-02-15,24,25.6,4.3,0.83,31,,water_stress,81.7
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-02-22,25,26.9,4.5,1.27,31,,none,93.5
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-03-01,26,28.5,4.6,1.61,33,,none,80.2
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-03-08,27,29.6,4.7,1.14,37,,none,82.9
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-03-15,28,30.8,4.9,1.2,38,,water_stress,87.2
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-03-22,29,32.3,5.0,1.45,36,,water_stress,91.3
WN-2024-0461,Kashmiri Walnut,ZONE-F,2025-03-29,30,34.3,5.3,2.06,42,,none,89.6
WN-2024-0462,Local Variety,ZONE-D,2025-01-10,1,5.5,1.2,0.74,11,,water_stress,85.8
WN-2024-0462,Local Variety,ZONE-D,2025-01-17,2,6.2,1.3,0.74,3,Root Rot,none,85.8
WN-2024-0462,Local Variety,ZONE-D,2025-01-24,3,7.1,1.4,0.9,8,,none,86.3
WN-2024-0462,Local Variety,ZONE-D,2025-01-31,4,8.0,1.5,0.94,6,,none,90.3
WN-2024-0462,Local Variety,ZONE-D,2025-02-07,5,9.3,1.7,1.27,9,,none,83.4
WN-2024-0462,Local Variety,ZONE-D,2025-02-14,6,10.4,1.7,1.05,11,,none,93.1
WN-2024-0462,Local Variety,ZONE-D,2025-02-21,7,11.2,1.8,0.86,14,,none,87.3
WN-2024-0462,Local Variety,ZONE-D,2025-02-28,8,12.3,1.9,1.05,10,,water_stress,89.5
WN-2024-0462,Local Variety,ZONE-D,2025-03-07,9,13.0,2.0,0.69,14,,water_stress,87.8
WN-2024-0462,Local Variety,ZONE-D,2025-03-14,10,13.7,2.0,0.71,19,,none,89.1
WN-2024-0462,Local Variety,ZONE-D,2025-03-21,11,14.6,2.2,0.88,16,,none,80.1
WN-2024-0462,Local Variety,ZONE-D,2025-03-28,12,15.8,2.2,1.26,18,,water_stress,87.2
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-07-10,1,5.4,2.7,2.37,4,,none,90.3
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-07-17,2,7.5,2.8,2.18,10,,none,83.8
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-07-24,3,8.3,2.8,0.79,8,,water_stress,81.7
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-07-31,4,10.9,3.0,2.56,12,,none,91.9
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-08-07,5,13.4,3.3,2.53,19,Root Rot,none,95.0
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-08-14,6,15.1,3.5,1.68,23,,none,94.0
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-08-21,7,17.2,3.6,2.1,18,,none,95.3
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-08-28,8,18.6,3.8,1.43,26,,none,85.8
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-09-04,9,20.8,3.9,2.14,24,,none,90.8
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-09-11,10,22.5,4.1,1.78,27,,none,95.9
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-09-18,11,24.3,4.3,1.78,26,,none,81.2
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-09-25,12,26.0,4.5,1.66,27,,none,88.5
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-10-02,13,27.1,4.7,1.1,33,,none,89.6
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-10-09,14,29.1,4.9,2.0,34,,none,83.9
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-10-16,15,30.3,5.0,1.22,36,,none,100.0
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-10-23,16,31.2,5.1,0.9,36,,none,92.6
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-10-30,17,32.4,5.2,1.19,36,,none,97.6
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-11-06,18,33.7,5.4,1.27,37,,none,91.2
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-11-13,19,34.0,5.4,0.38,40,,water_stress,91.9
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-11-20,20,34.5,5.5,0.43,45,,water_stress,82.9
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-11-27,21,34.9,5.6,0.45,39,,none,89.5
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-12-04,22,35.8,5.6,0.92,44,,none,92.1
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-12-11,23,36.3,5.6,0.49,41,,water_stress,84.6
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-12-18,24,36.8,5.6,0.45,43,,water_stress,84.1
WN-2024-0463,Kashmiri Walnut,ZONE-A,2024-12-25,25,37.4,5.6,0.66,46,,none,90.8
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-01-01,26,38.5,5.7,1.06,45,,water_stress,98.0
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-01-08,27,39.6,5.8,1.07,46,,none,88.0
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-01-15,28,41.0,5.9,1.42,50,,none,81.2
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-01-22,29,42.3,6.2,1.33,51,Root Rot,none,89.4
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-01-29,30,43.2,6.2,0.89,52,Crown Rot,none,94.8
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-02-05,31,44.4,6.4,1.22,56,,none,89.1
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-02-12,32,46.0,6.5,1.61,52,,none,94.0
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-02-19,33,46.9,6.5,0.9,56,,water_stress,83.7
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-02-26,34,48.2,6.7,1.26,57,,water_stress,85.9
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-03-05,35,48.9,6.8,0.72,55,,none,92.3
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-03-12,36,49.7,6.8,0.8,64,,none,91.2
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-03-19,37,52.2,7.0,2.45,64,,none,96.2
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-03-26,38,53.6,7.0,1.43,63,,none,89.9
WN-2024-0463,Kashmiri Walnut,ZONE-A,2025-04-02,39,55.5,7.1,1.88,65,Powdery Mildew,none,87.6
WN-2024-0464,Franquette,ZONE-C,2025-02-25,1,5.7,2.8,0.93,7,,water_stress,91.5
WN-2024-0464,Franquette,ZONE-C,2025-03-04,2,6.9,2.9,1.21,12,,none,88.2
WN-2024-0464,Franquette,ZONE-C,2025-03-11,3,7.5,3.0,0.57,8,,water_stress,88.1
WN-2024-0464,Franquette,ZONE-C,2025-03-18,4,9.4,3.1,1.96,14,,none,94.3
WN-2024-0464,Franquette,ZONE-C,2025-03-25,5,10.9,3.2,1.5,12,,none,88.1
WN-2024-0464,Franquette,ZONE-C,2025-04-01,6,12.8,3.4,1.88,15,,none,84.7
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-04-30,1,4.3,2.9,1.33,8,,water_stress,93.4
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-05-07,2,6.1,3.0,1.76,7,,none,92.9
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-05-14,3,8.3,3.2,2.23,10,,none,89.7
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-05-21,4,10.9,3.4,2.56,12,,none,87.6
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-05-28,5,13.3,3.5,2.43,16,,none,92.4
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-06-04,6,15.8,3.6,2.5,21,,none,81.8
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-06-11,7,18.6,3.8,2.8,20,,none,85.1
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-06-18,8,21.1,4.0,2.48,25,,none,81.0
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-06-25,9,23.3,4.2,2.2,29,,none,76.8
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-07-02,10,25.6,4.4,2.27,28,,none,96.5
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-07-09,11,28.0,4.6,2.4,35,,none,85.4
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-07-16,12,29.8,4.8,1.86,38,Powdery Mildew,none,94.0
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-07-23,13,32.0,5.0,2.18,38,,none,91.4
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-07-30,14,34.1,5.1,2.08,43,,none,89.8
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-08-06,15,36.4,5.3,2.31,44,,none,87.1
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-08-13,16,38.7,5.5,2.3,42,,none,95.8
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-08-20,17,41.0,5.7,2.23,49,,none,98.5
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-08-27,18,42.9,5.9,1.99,50,,none,92.6
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-09-03,19,44.7,6.0,1.8,54,,none,86.7
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-09-10,20,46.4,6.1,1.68,51,,none,98.3
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-09-17,21,47.7,6.2,1.3,57,,none,88.4
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-09-24,22,49.0,6.3,1.3,59,,none,82.7
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-10-01,23,50.7,6.5,1.66,59,,none,89.8
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-10-08,24,52.0,6.6,1.33,65,,none,93.5
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-10-15,25,53.0,6.7,0.95,60,,none,96.7
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-10-22,26,54.6,6.8,1.63,66,,none,95.8
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-10-29,27,55.5,6.8,0.93,66,,none,95.0
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-11-05,28,56.7,6.9,1.2,70,,none,83.9
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-11-12,29,57.8,7.0,1.13,66,,none,89.3
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-11-19,30,58.7,7.1,0.9,73,,none,94.1
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-11-26,31,60.2,7.2,1.42,73,,none,89.9
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-12-03,32,60.7,7.3,0.49,75,,none,93.2
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-12-10,33,61.8,7.4,1.19,74,,none,85.0
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-12-17,34,62.7,7.4,0.89,72,,none,92.9
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-12-24,35,63.5,7.5,0.79,77,Anthracnose,none,87.2
WN-2024-0465,Kashmiri Walnut,ZONE-B,2024-12-31,36,64.3,7.5,0.78,79,,none,85.1
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-01-07,37,64.5,7.6,0.18,77,,none,93.6
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-01-14,38,65.0,7.6,0.48,73,,none,99.9
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-01-21,39,66.4,7.7,1.43,78,,none,93.6
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-01-28,40,67.5,7.7,1.15,83,,none,95.6
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-02-04,41,68.5,7.7,0.91,81,,none,100.0
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-02-11,42,69.3,7.8,0.89,85,,none,89.9
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-02-18,43,70.6,7.9,1.24,86,,none,87.7
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-02-25,44,71.5,8.0,0.93,89,,none,89.6
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-03-04,45,72.6,8.0,1.09,88,,water_stress,83.2
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-03-11,46,74.1,8.2,1.5,88,,none,89.8
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-03-18,47,75.8,8.3,1.66,90,,none,92.2
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-03-25,48,76.7,8.4,0.9,94,,none,94.7
WN-2024-0465,Kashmiri Walnut,ZONE-B,2025-04-01,49,77.6,8.5,0.96,94,,water_stress,90.2
WN-2024-0466,Chandler,ZONE-D,2024-10-07,1,5.7,3.0,1.93,7,,none,86.8
WN-2024-0466,Chandler,ZONE-D,2024-10-14,2,7.4,3.1,1.66,8,,none,84.4
WN-2024-0466,Chandler,ZONE-D,2024-10-21,3,9.1,3.2,1.78,12,,none,90.1
WN-2024-0466,Chandler,ZONE-D,2024-10-28,4,10.8,3.3,1.66,8,,none,90.2
WN-2024-0466,Chandler,ZONE-D,2024-11-04,5,11.2,3.4,0.45,11,,none,89.6
WN-2024-0466,Chandler,ZONE-D,2024-11-11,6,12.0,3.4,0.8,17,,none,91.1
WN-2024-0466,Chandler,ZONE-D,2024-11-18,7,13.9,3.5,1.83,16,,none,94.9
WN-2024-0466,Chandler,ZONE-D,2024-11-25,8,15.1,3.5,1.23,19,,none,93.8
WN-2024-0466,Chandler,ZONE-D,2024-12-02,9,16.1,3.5,0.97,19,,none,87.6
WN-2024-0466,Chandler,ZONE-D,2024-12-09,10,16.9,3.6,0.84,20,Root Rot,none,94.1
WN-2024-0466,Chandler,ZONE-D,2024-12-16,11,17.6,3.6,0.66,17,,none,93.7
WN-2024-0466,Chandler,ZONE-D,2024-12-23,12,18.7,3.7,1.15,22,,none,83.2
WN-2024-0466,Chandler,ZONE-D,2024-12-30,13,19.6,3.7,0.85,22,,none,87.3
WN-2024-0466,Chandler,ZONE-D,2025-01-06,14,20.9,3.8,1.29,25,,none,100.0
WN-2024-0466,Chandler,ZONE-D,2025-01-13,15,21.8,3.8,0.92,27,,none,85.8
WN-2024-0466,Chandler,ZONE-D,2025-01-20,16,22.9,3.9,1.08,26,,none,95.4
WN-2024-0466,Chandler,ZONE-D,2025-01-27,17,23.9,4.0,1.01,26,,none,87.2
WN-2024-0466,Chandler,ZONE-D,2025-02-03,18,25.3,4.1,1.39,32,,none,91.3
WN-2024-0466,Chandler,ZONE-D,2025-02-10,19,27.0,4.2,1.75,29,,none,84.7
WN-2024-0466,Chandler,ZONE-D,2025-02-17,20,28.6,4.3,1.55,32,,none,89.0
WN-2024-0466,Chandler,ZONE-D,2025-02-24,21,30.3,4.5,1.69,35,,none,99.6
WN-2024-0466,Chandler,ZONE-D,2025-03-03,22,32.3,4.8,2.02,38,,none,85.5
WN-2024-0466,Chandler,ZONE-D,2025-03-10,23,34.4,5.0,2.1,43,,none,88.2
WN-2024-0466,Chandler,ZONE-D,2025-03-17,24,36.1,5.1,1.75,43,,none,93.4
WN-2024-0466,Chandler,ZONE-D,2025-03-24,25,38.2,5.3,2.03,49,,none,89.3
WN-2024-0466,Chandler,ZONE-D,2025-03-31,26,40.0,5.5,1.81,50,,none,93.6
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-04-28,1,4.7,1.7,2.01,6,,none,91.3
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-05-05,2,7.1,2.0,2.46,8,,none,77.5
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-05-12,3,9.7,2.2,2.55,9,,none,81.9
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-05-19,4,11.9,2.4,2.26,12,,none,85.2
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-05-26,5,14.6,2.6,2.68,17,,none,91.2
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-06-02,6,17.0,2.8,2.4,18,,none,94.2
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-06-09,7,19.6,3.0,2.56,23,,none,97.6
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-06-16,8,23.1,3.2,3.51,26,,none,89.4
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-06-23,9,25.9,3.5,2.85,31,,none,91.8
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-06-30,10,28.7,3.8,2.81,34,,none,91.5
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-07-07,11,31.1,3.9,2.4,39,,none,84.6
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-07-14,12,33.6,4.2,2.42,38,,none,89.2
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-07-21,13,35.9,4.4,2.33,44,,none,94.1
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-07-28,14,38.9,4.6,3.04,40,,none,90.4
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-08-04,15,41.7,4.8,2.8,52,Powdery Mildew,none,96.8
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-08-11,16,44.1,5.0,2.41,53,,none,85.5
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-08-18,17,46.4,5.2,2.31,58,,none,90.5
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-08-25,18,48.5,5.5,2.06,59,,none,87.9
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-09-01,19,50.6,5.7,2.13,60,,none,83.3
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-09-08,20,52.6,6.0,1.96,65,,none,93.9
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-09-15,21,54.6,6.1,2.05,65,,none,83.8
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-09-22,22,55.6,6.1,0.99,64,,water_stress,81.8
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-09-29,23,56.5,6.3,0.9,67,,none,81.2
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-10-06,24,58.2,6.5,1.72,75,,none,91.8
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-10-13,25,59.8,6.5,1.54,71,,none,96.0
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-10-20,26,60.5,6.6,0.75,72,,water_stress,94.8
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-10-27,27,61.5,6.6,0.97,73,,none,90.0
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-11-03,28,63.1,6.7,1.63,76,,none,91.0
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-11-10,29,64.3,6.8,1.2,75,,none,91.6
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-11-17,30,65.3,6.9,1.01,77,,none,86.1
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-11-24,31,66.0,7.0,0.68,79,,water_stress,92.4
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-12-01,32,67.0,7.0,0.93,82,,none,97.5
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-12-08,33,67.9,7.1,0.92,81,,none,88.0
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-12-15,34,69.4,7.2,1.58,82,,water_stress,91.3
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-12-22,35,69.9,7.2,0.45,84,,none,80.2
WN-2024-0467,Pusa Kanchan,ZONE-F,2024-12-29,36,70.6,7.3,0.75,87,,none,90.0
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-01-05,37,71.4,7.3,0.72,86,,none,94.6
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-01-12,38,72.2,7.3,0.79,88,,none,91.4
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-01-19,39,73.2,7.4,1.02,91,,none,93.9
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-01-26,40,74.3,7.4,1.15,89,,none,84.9
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-02-02,41,74.8,7.5,0.48,89,Walnut Blight,water_stress,90.2
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-02-09,42,75.9,7.5,1.11,93,,none,96.6
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-02-16,43,77.0,7.6,1.13,92,,none,92.9
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-02-23,44,78.4,7.8,1.37,98,,none,86.4
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-03-02,45,80.0,7.9,1.56,96,,none,88.2
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-03-09,46,81.6,8.0,1.64,97,,water_stress,85.9
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-03-16,47,83.3,8.2,1.72,101,,none,91.8
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-03-23,48,85.1,8.3,1.77,102,,none,90.4
WN-2024-0467,Pusa Kanchan,ZONE-F,2025-03-30,49,87.2,8.5,2.13,105,,none,95.1
WN-2024-0468,Kashmiri Walnut,ZONE-B,2024-08-29,1,5.8,1.3,1.75,6,Walnut Blight,none,91.1
WN-2024-0468,Kashmiri Walnut,ZONE-B,2024-09-05,2,7.7,1.4,1.98,11,,none,97.3
WN-2024-0468,Kashmiri Walnut,ZONE-B,2024-09-12,3,9.3,1.4,1.52,10,,none,100.0
WN-2024-0468,Kashmiri Walnut,ZONE-B,2024-09-19,4,10.8,1.6,1.54,11,,none,89.2
WN-2024-0468,Kashmiri Walnut,ZONE-B,2024-09-26,5,12.8,1.7,1.96,15,,none,95.9
WN-2024-0468,Kashmiri Walnut,ZONE-B,2024-10-03,6,13.8,1.8,1.06,18,,none,87.8
WN-2024-0468,Kashmiri Walnut,ZONE-B,2024-10-10,7,15.1,1.9,1.3,20,,none,84.6
WN-2024-0468,Kashmiri Walnut,ZONE-B,2024-10-17,8,16.7,2.1,1.57,17,,none,86.5
WN-2024-0468,Kashmiri Walnut,ZONE-B,2024-10-24,9,17.1,2.1,0.4,20,,water_stress,90.9
